hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
gedenken,142,51,18,45,17,7,4,0.0
ich,49,24,2,15,5,1,2,0.0
heute,21,7,1,9,4,0,0,0.0
opfern,20,13,2,3,1,1,0,0.0
berlin,20,4,1,9,4,2,0,0.0
jahr,15,4,1,5,4,0,1,0.0
mensch,14,8,0,2,4,0,0,0.0
wer,11,4,2,3,2,0,0,0.0
hanau,10,2,0,8,0,0,0,0.0
tagen,9,4,0,2,0,1,2,0.0
deutschland,9,3,1,3,2,0,0,0.0
opfer,9,3,2,3,1,0,0,0.0
leben,9,3,0,3,2,0,1,0.0
danken,8,5,0,2,0,1,0,0.0
in,8,2,0,4,2,0,0,0.0
tote,8,2,0,2,3,0,1,0.0
freiheit,7,2,0,5,0,0,0,0.0
mauern,7,0,1,6,0,0,0,0.0
mein,7,2,0,5,0,0,0,0.0
vergessen,7,3,0,1,1,1,1,0.0
mit,7,2,1,2,1,0,1,0.0
wichtig,7,4,0,1,1,1,0,0.0
im,7,3,2,2,0,0,0,0.0
faschismus,6,6,0,0,0,0,0,0.0
ein,6,2,0,4,0,0,0,0.0
holocaust,6,5,0,1,0,0,0,0.0
europa,6,3,0,2,0,0,1,0.0
erinnerung,6,1,0,4,0,1,0,0.0
haben,5,1,0,3,0,0,1,0.0
teilung,5,1,1,3,0,0,0,0.0
deutsch,5,2,2,0,0,1,0,0.0
innen,5,2,0,3,0,0,0,0.0
finden,5,1,0,1,3,0,0,0.0
ermorden,5,4,0,0,1,0,0,0.0
stadt,5,1,0,3,1,0,0,0.0
weremember,5,4,0,1,0,0,0,0.0
am,5,0,0,2,2,0,1,0.0
jahrestag,5,2,1,1,0,1,0,0.0
corona,5,1,0,3,1,0,0,0.0
geschichte,5,0,1,2,0,1,1,0.0
befreien,5,2,0,2,1,0,0,0.0
mal,5,1,0,1,1,2,0,0.0
60,5,0,1,3,0,1,0,0.0
niewieder,5,1,0,4,0,0,0,0.0
berliner,5,0,1,3,1,0,0,0.0
ns,5,0,0,5,0,0,0,0.0
lassen,4,2,1,0,1,0,0,0.0
roma,4,4,0,0,0,0,0,0.0
reden,4,2,0,1,0,0,1,0.0
marzahn,4,4,0,0,0,0,0,0.0
demokratie,4,0,0,3,0,0,1,0.0
sinti,4,4,0,0,0,0,0,0.0
rassistisch,4,1,0,3,0,0,0,0.0
verstehen,4,1,0,3,0,0,0,0.0
zeit,4,3,0,1,0,0,0,0.0
und,4,1,2,0,0,1,0,0.0
60jahremauerbau,4,2,0,2,0,0,0,0.0
cdu,4,0,0,3,0,1,0,0.0
keinvergessen,4,4,0,0,0,0,0,0.0
nationalsozialismus,4,3,0,1,0,0,0,0.0
zum,4,3,1,0,0,0,0,0.0
politisch,4,1,2,0,0,0,1,0.0
erinnern,4,0,0,3,1,0,0,0.0
nazi,4,4,0,0,0,0,0,0.0
bleiben,4,3,1,0,0,0,0,0.0
karl,4,3,0,0,1,0,0,0.0
1945,4,2,1,1,0,0,0,0.0
rosa,3,2,0,0,1,0,0,0.0
retten,3,0,0,1,2,0,0,0.0
niewiederfaschismus,3,3,0,0,0,0,0,0.0
bauen,3,0,0,3,0,0,0,0.0
da,3,1,0,0,1,1,0,0.0
befreiung,3,3,0,0,0,0,0,0.0
halten,3,0,0,2,0,0,1,0.0
helfen,3,3,0,0,0,0,0,0.0
hilde,3,0,0,3,0,0,0,0.0
auch,3,1,0,1,1,0,0,0.0
pandemie,3,1,0,1,1,0,0,0.0
ort,3,0,0,3,0,0,0,0.0
ehre,3,0,0,2,1,0,0,0.0
nein,3,0,0,3,0,0,0,0.0
eigentlich,3,1,1,0,1,0,0,0.0
angesichts,3,0,0,2,0,0,1,0.0
stolperstein,3,0,0,1,2,0,0,0.0
deutsche,3,2,0,0,0,1,0,0.0
feibusch,3,3,0,0,0,0,0,0.0
familie,3,0,0,3,0,0,0,0.0
verfolgung,3,0,0,3,0,0,0,0.0
80,3,1,1,1,0,0,0,0.0
76,3,1,0,1,1,0,0,0.0
fallen,3,1,1,1,0,0,0,0.0
verstorbene,3,0,0,2,1,0,0,0.0
euro,3,3,0,0,0,0,0,0.0
viel,3,0,1,1,0,0,1,0.0
21,3,0,1,1,0,1,0,0.0
vor,3,1,0,1,1,0,0,0.0
2021,3,1,0,2,0,0,0,0.0
zeigen,3,0,0,2,1,0,0,0.0
einsatz,3,1,2,0,0,0,0,0.0
kämpfen,3,0,0,3,0,0,0,0.0
überwinden,3,1,1,1,0,0,0,0.0
lesbisch,3,0,0,3,0,0,0,0.0
jüdisch,3,1,2,0,0,0,0,0.0
agh,3,3,0,0,0,0,0,0.0
mitte,3,3,0,0,0,0,0,0.0
jed,3,0,1,1,0,0,1,0.0
mahnen,3,0,0,2,1,0,0,0.0
gemeinsam,3,0,1,1,1,0,0,0.0
gelten,3,0,1,2,0,0,0,0.0
sehen,3,1,0,2,0,0,0,0.0
friedhof,3,2,0,0,0,1,0,0.0
so,3,1,1,1,0,0,0,0.0
friede,3,0,0,1,1,0,1,0.0
frau,3,0,2,1,0,0,0,0.0
denkmal,3,0,0,3,0,0,0,0.0
steglitz,3,1,0,2,0,0,0,0.0
juni,3,0,0,2,0,0,1,0.0
deshalb,3,0,1,1,1,0,0,0.0
letzte,3,0,0,2,1,0,0,0.0
januar,2,1,1,0,0,0,0,0.0
jetzt,2,0,1,0,1,0,0,0.0
internationale,2,2,0,0,0,0,0,0.0
jesiden,2,2,0,0,0,0,0,0.0
kerze,2,1,0,0,1,0,0,0.0
klargehtdas,2,0,0,2,0,0,0,0.0
klimaschutz,2,0,0,2,0,0,0,0.0
jung,2,0,1,0,0,0,1,0.0
genozids,2,2,0,0,0,0,0,0.0
ines,2,2,0,0,0,0,0,0.0
hören,2,0,0,1,0,1,0,0.0
fußen,2,0,1,0,1,0,0,0.0
frage,2,0,0,2,0,0,0,0.0
ffp2,2,0,2,0,0,0,0,0.0
feministisch,2,0,0,2,0,0,0,0.0
feiertag,2,2,0,0,0,0,0,0.0
falsch,2,1,1,0,0,0,0,0.0
etc,2,1,0,1,0,0,0,0.0
erreichen,2,0,0,1,0,1,0,0.0
erinnerungskultur,2,1,0,0,1,0,0,0.0
erhalten,2,1,0,1,0,0,0,0.0
ereignis,2,0,0,1,0,1,0,0.0
entwerten,2,0,2,0,0,0,0,0.0
entscheidung,2,1,0,1,0,0,0,0.0
enden,2,1,1,0,0,0,0,0.0
eine,2,0,1,1,0,0,0,0.0
für,2,1,0,1,0,0,0,0.0
gedenktag,2,1,0,0,1,0,0,0.0
gemeinschaftsschule,2,2,0,0,0,0,0,0.0
haft,2,1,1,0,0,0,0,0.0
holocaustmemorialday,2,2,0,0,0,0,0,0.0
holocaustgedenktag,2,2,0,0,0,0,0,0.0
historische,2,0,0,2,0,0,0,0.0
historisch,2,0,0,1,0,0,1,0.0
held,2,1,0,1,0,0,0,0.0
handeln,2,1,0,1,0,0,0,0.0
hab,2,2,0,0,0,0,0,0.0
genau,2,1,0,1,0,0,0,0.0
groß,2,1,1,0,0,0,0,0.0
gewaltherrschaft,2,0,1,0,1,0,0,0.0
gesellschaft,2,1,1,0,0,0,0,0.0
geschichtsvergessen,2,1,1,0,0,0,0,0.0
kosten,2,1,0,1,0,0,0,0.0
genauso,2,0,1,1,0,0,0,0.0
knapp,2,2,0,0,0,0,0,0.0
000,2,0,0,1,1,0,0,0.0
kranz,2,1,0,0,1,0,0,0.0
solidarität,2,0,0,1,1,0,0,0.0
tag,2,2,0,0,0,0,0,0.0
straße,2,0,0,1,1,0,0,0.0
still,2,0,1,1,0,0,0,0.0
sterben,2,0,0,2,0,0,0,0.0
stellen,2,0,0,2,0,0,0,0.0
stehen,2,0,1,1,0,0,0,0.0
stauen,2,0,1,1,0,0,0,0.0
starkes,2,0,0,1,0,1,0,0.0
sorgen,2,0,1,0,0,1,0,0.0
sichern,2,0,0,2,0,0,0,0.0
tatsächlich,2,0,0,2,0,0,0,0.0
sich,2,0,0,2,0,0,0,0.0
shoah,2,0,0,0,2,0,0,0.0
setzen,2,0,1,0,1,0,0,0.0
sein,2,0,1,1,0,0,0,0.0
schützen,2,0,0,1,1,0,0,0.0
schuman,2,0,0,0,0,0,2,0.0
schreiben,2,0,0,2,0,0,0,0.0
schnell,2,0,1,1,0,0,0,0.0
schaffen,2,0,0,1,0,1,0,0.0
tagderbefreiung,2,2,0,0,0,0,0,0.0
terror,2,0,0,2,0,0,0,0.0
können,2,1,0,1,0,0,0,0.0
völlig,2,1,1,0,0,0,0,0.0
überlebenden,2,1,0,0,1,0,0,0.0
zweit,2,2,0,0,0,0,0,0.0
zukunft,2,0,0,1,1,0,0,0.0
you,2,2,0,0,0,0,0,0.0
würdigen,2,0,0,2,0,0,0,0.0
widerstandskämpferin,2,0,0,2,0,0,0,0.0
weltkrieg,2,1,1,0,0,0,0,0.0
weg,2,1,1,0,0,0,0,0.0
was,2,1,0,0,0,1,0,0.0
vorsorgeuntersuchung,2,0,2,0,0,0,0,0.0
thank,2,2,0,0,0,0,0,0.0
vorangetrieben,2,0,1,0,0,1,0,0.0
volksaufstandes,2,0,0,1,0,0,1,0.0
volk,2,1,1,0,0,0,0,0.0
verändern,2,1,0,1,0,0,0,0.0
vertreter,2,1,0,1,0,0,0,0.0
verlieren,2,1,0,0,1,0,0,0.0
tragen,2,1,1,0,0,0,0,0.0
tod,2,1,1,0,0,0,0,0.0
thema,2,1,0,1,0,0,0,0.0
saytheirnames,2,1,0,1,0,0,0,0.0
sachsenhausen,2,0,0,2,0,0,0,0.0
russlanddeutschen,2,0,2,0,0,0,0,0.0
mai,2,1,0,1,0,0,0,0.0
nach,2,1,0,1,0,0,0,0.0
müll,2,0,0,2,0,0,0,0.0
