hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
studie,728,29,121,131,41,295,111
ich,185,8,26,35,9,68,39
zeigen,173,3,28,14,0,116,12
covid,96,1,2,0,1,90,2
impfung,67,0,3,1,3,56,4
kind,67,0,7,8,2,41,9
impfstoff,54,2,7,8,1,30,6
ergebnis,50,2,6,7,5,22,8
variante,47,0,0,1,0,46,0
biontech,46,3,0,4,0,38,1
wichtig,44,1,2,1,0,36,4
risiko,41,0,3,1,2,33,2
stark,39,2,1,2,1,30,3
infektion,38,1,2,0,2,33,0
hier,37,0,9,6,0,19,3
diese,37,0,0,1,2,31,3
deutschland,37,2,4,10,4,10,7
brauchen,37,0,16,5,0,9,7
schwer,36,2,4,1,0,27,2
uk,35,0,0,0,0,35,0
hoch,34,0,3,4,2,22,3
deutlich,34,0,4,5,1,21,3
b117,33,0,0,1,0,32,0
corona,32,2,6,9,4,5,6
in,32,1,1,8,1,18,3
mein,31,3,5,7,5,3,8
auch,30,1,2,4,0,21,2
jahr,29,3,6,1,1,10,8
impfen,28,1,3,3,1,14,6
wenn,28,0,3,7,2,12,4
aber,28,1,1,5,2,12,7
mensch,27,0,4,10,0,8,5
eine,26,1,3,6,1,4,11
wirkung,25,0,2,0,1,22,0
bringen,24,2,0,1,2,16,3
geimpfte,24,4,1,1,0,18,0
belegen,24,0,4,6,1,12,1
laut,23,1,4,10,2,3,3
us,23,0,2,0,1,20,0
wie,23,1,8,7,0,7,0
sprechen,23,1,3,4,2,9,4
mutation,22,0,0,0,0,21,1
wirken,22,0,0,0,0,20,2
delta,22,0,0,0,0,22,0
longcovid,22,0,1,0,0,21,0
neu,22,2,4,1,0,13,2
klaren,21,0,2,2,0,16,1
astrazeneca,21,1,1,2,0,16,1
datum,21,1,0,3,0,12,5
lockdown,21,0,1,1,6,11,2
pandemie,20,2,2,4,1,5,6
innen,20,0,8,7,0,2,3
mal,20,2,3,5,1,6,3
12,20,1,3,1,0,12,3
bestätigen,20,0,2,1,0,15,2
unklar,19,0,0,0,0,19,0
monat,19,0,0,0,1,18,0
uni,19,1,0,4,0,12,2
schule,19,0,0,2,5,8,4
im,18,0,0,7,1,10,0
geben,18,0,5,3,3,5,2
israel,18,0,0,0,1,16,1
amerikanischen,18,0,0,0,0,18,0
woche,18,1,0,0,0,15,2
bleiben,18,0,2,4,0,9,3
wirksamkeit,17,0,2,3,1,8,3
meist,17,0,0,4,1,12,0
bundesregierung,17,0,7,1,2,0,7
sein,17,1,1,4,2,4,5
sehr,17,0,2,1,0,13,1
schützen,17,0,0,1,0,16,0
wahrscheinlich,16,0,0,1,0,15,0
da,16,1,2,2,2,9,0
genau,16,0,1,4,1,8,2
ein,16,2,1,4,0,7,2
land,16,0,2,3,1,6,4
wichtige,16,0,3,0,0,13,0
verhindern,16,0,3,0,0,12,1
und,16,1,4,3,1,2,5
frau,15,0,1,3,1,10,0
südafrika,15,0,1,1,0,13,0
sehen,15,0,1,2,0,9,3
welle,15,0,0,0,0,15,0
stehen,15,2,1,3,2,3,4
so,15,1,4,1,2,7,0
symptom,15,0,0,0,1,14,0
interessant,15,0,4,0,0,9,2
lesen,15,1,5,2,0,4,3
auf,15,1,1,2,2,6,3
gut,15,1,0,2,0,11,1
laufen,15,1,5,1,0,5,3
deutsch,14,2,2,8,0,1,1
legen,14,0,2,1,1,8,2
öffentlich,14,1,1,4,0,3,5
gefährlich,14,0,1,0,2,8,3
erkrankung,14,1,0,0,1,11,1
10,14,1,2,4,0,7,0
eher,14,0,2,4,1,7,0
liegen,14,1,0,1,2,5,5
anstecken,14,1,0,2,0,11,0
moderna,14,1,0,1,0,12,0
frage,14,0,0,3,0,7,4
sinken,13,0,1,0,0,12,0
verlaufen,13,1,1,0,0,11,0
testen,13,0,0,2,0,10,1
mit,13,1,4,2,0,4,2
stadt,13,0,3,8,0,1,1
virus,13,0,1,1,0,8,3
schaden,13,0,1,0,0,11,1
problem,13,1,2,1,2,7,0
bei,13,0,2,3,1,6,1
000,13,0,1,1,0,7,4
fast,13,0,1,2,0,9,1
zulassung,13,1,5,1,0,5,1
jetzt,12,1,1,4,0,5,1
politik,12,0,2,4,1,3,2
was,12,0,1,2,0,4,5
infizieren,12,0,0,0,0,12,0
impfungen,12,0,0,0,0,9,3
inzidenz,12,0,0,1,3,6,2
treffen,12,0,0,0,2,10,0
nachricht,12,0,0,2,0,10,0
wer,12,0,2,2,1,4,3
15,12,0,4,0,2,5,1
eu,12,0,7,3,1,0,1
schnellen,12,1,3,0,0,7,1
tagen,12,1,0,1,0,10,0
betreffen,12,1,2,2,0,6,1
vergleichen,12,1,1,1,0,8,1
schutz,12,1,1,0,0,10,0
fall,12,0,1,1,0,8,2
lassen,12,0,2,1,2,6,1
erhöhen,11,0,2,0,0,9,0
milliarde,11,0,4,4,0,1,2
kein,11,0,2,3,1,3,2
nach,11,2,0,0,1,7,1
zahlen,11,1,1,1,4,4,0
erwarten,11,1,0,0,0,6,4
helfen,11,0,1,1,1,5,3
nahe,11,0,1,0,1,7,2
dosis,11,0,0,0,0,11,0
90,11,0,1,0,0,8,2
nehmen,11,2,1,4,0,4,0
schnell,11,0,0,1,0,10,0
oxford,11,0,0,0,1,10,0
thema,11,2,3,1,0,4,1
falsch,11,0,4,0,0,5,2
gehirn,11,0,0,0,0,11,0
gelten,11,0,0,2,0,7,2
klimaschutz,10,0,7,2,0,1,0
patient,10,0,0,0,0,9,1
finden,10,1,3,3,1,1,1
euro,10,1,3,4,0,1,1
all,10,1,3,2,0,2,2
wissenschaftlich,10,0,0,3,1,4,2
stellen,10,1,0,3,3,1,2
zb,10,0,0,1,0,9,0
ansteckung,10,0,0,1,0,9,0
verlieren,10,0,1,0,1,7,1
fordern,10,1,0,3,2,0,4
krankenhaus,10,1,0,0,0,9,0
krise,10,0,5,0,0,5,0
plus,10,0,2,1,0,7,0
geld,10,0,4,3,0,2,1
link,10,0,2,3,0,4,1
untersuchen,10,1,0,2,0,7,0
verlauf,10,1,1,0,0,7,1
wert,10,0,1,0,1,8,0
weil,10,0,0,2,0,8,0
beweisen,10,0,5,1,1,3,0
danken,9,0,1,1,3,1,3
auftrag,9,0,4,3,0,1,1
weltweit,9,1,0,2,1,4,1
sogar,9,1,0,2,2,3,1
herdenimmunität,9,0,1,0,0,8,0
erwachsene,9,0,1,0,0,7,1
beginnen,9,0,2,0,0,4,3
erneut,9,0,1,1,0,7,0
maske,9,0,1,0,0,8,0
dürfen,9,0,0,1,0,8,0
einfach,9,0,0,2,1,2,4
gemacht,9,0,0,0,0,9,0
ausgangssperren,9,0,1,0,0,3,5
gering,9,0,2,0,0,7,0
sozial,9,0,4,4,0,0,1
jed,9,2,0,2,1,2,2
folge,9,0,0,1,1,4,3
booster,9,0,0,0,0,8,1
scheinen,9,0,2,0,2,5,0
herbst,9,0,1,0,0,8,0
jüngere,9,0,0,0,0,9,0
person,9,2,1,1,0,3,2
sichern,9,0,2,1,1,3,2
sarscov,9,0,0,0,0,9,0
nur,9,0,1,0,0,5,3
antwort,9,0,1,3,1,1,3
senken,9,0,1,0,0,8,0
partei,9,0,1,5,0,1,2
sagen,8,2,0,1,1,0,4
bundesweit,8,0,3,4,0,1,0
grün,8,1,6,0,0,0,1
zielen,8,0,2,2,0,4,0
älteren,8,0,0,0,0,8,0
deuten,8,1,0,1,2,2,2
regel,8,0,3,1,0,4,0
pro,8,0,2,1,0,2,3
gefahr,8,0,0,2,0,3,3
19,8,1,3,0,0,2,2
beispiel,8,0,3,2,1,1,1
daher,8,0,0,0,0,6,2
für,8,0,3,1,0,2,2
anteil,8,0,2,0,0,5,1
unabhängig,8,0,1,5,0,1,1
ältere,8,0,0,0,0,8,0
covid19,8,0,1,2,0,0,5
mietendeckel,8,1,0,7,0,0,0
europa,8,0,3,0,1,4,0
30,8,0,1,0,0,6,1
sterben,8,1,0,0,0,7,0
fdp,8,0,0,1,0,2,5
debatte,8,0,0,1,1,1,5
platzen,8,0,3,0,0,0,5
ausreichen,8,0,0,0,0,4,4
scheitern,8,1,5,0,0,1,1
cdu,8,0,1,4,0,1,2
