hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
#berlin,5,3,1,1,0,0,0,0
#afd,3,0,3,0,0,0,0,0
#antisemitismus,3,1,0,2,0,0,0,0
#spd,3,0,1,0,1,0,1,0
#israel,3,1,1,0,1,0,0,0
#cdu,2,1,1,0,0,0,0,0
#plenum,2,2,0,0,0,0,0,0
#wuerzburg,2,0,2,0,0,0,0,0
#agh,2,2,0,0,0,0,0,0
#juden,2,1,1,0,0,0,0,0
#scholz,2,1,0,0,0,0,1,0
#covid19,2,0,2,0,0,0,0,0
#altparteien,2,0,2,0,0,0,0,0
#corona,2,0,2,0,0,0,0,0
#regenbogen,1,0,0,1,0,0,0,0
#ramadan,1,0,1,0,0,0,0,0
#racial,1,0,0,1,0,0,0,0
#r2g,1,1,0,0,0,0,0,0
#prideweek,1,0,0,1,0,0,0,0
#pride2021,1,0,0,1,0,0,0,0
#ltwsa,1,0,1,0,0,0,0,0
#pariser,1,0,0,1,0,0,0,0
#ostern2021,1,0,1,0,0,0,0,0
#ostern,1,0,1,0,0,0,0,0
#muslim,1,0,0,1,0,0,0,0
#msm,1,0,1,0,0,0,0,0
#linksrutsch,1,1,0,0,0,0,0,0
#mitte,1,0,0,1,0,0,0,0
#mahe,1,0,0,1,0,0,0,0
#maas,1,0,1,0,0,0,0,0
#russland,1,0,1,0,0,0,0,0
#standwithisrael,1,0,0,0,1,0,0,0
#shellenberger,1,0,1,0,0,0,0,0
#solidariat,1,0,0,0,1,0,0,0
#örr,1,0,1,0,0,0,0,0
#woelki,1,0,0,1,0,0,0,0
#winterberg,1,0,1,0,0,0,0,0
#wilmersdorf,1,0,0,0,1,0,0,0
#wien,1,0,1,0,0,0,0,0
#who,1,0,0,1,0,0,0,0
#westandwithisrael,1,0,0,0,0,1,0,0
#wahlkreis,1,0,0,1,0,0,0,0
#unislamisch,1,0,1,0,0,0,0,0
#täter,1,0,1,0,0,0,0,0
#travel,1,0,0,1,0,0,0,0
#trappes,1,0,1,0,0,0,0,0
#syrien,1,0,1,0,0,0,0,0
#syrer,1,0,1,0,0,0,0,0
#synagoge,1,0,1,0,0,0,0,0
#stäblein,1,0,0,1,0,0,0,0
#strategie,1,1,0,0,0,0,0,0
#lanz,1,0,1,0,0,0,0,0
#solidarität,1,1,0,0,0,0,0,0
#linke,1,0,1,0,0,0,0,0
#kirchen,1,0,1,0,0,0,0,0
#kurz,1,0,1,0,0,0,0,0
#engagement,1,0,0,0,1,0,0,0
#ehrenmord,1,0,1,0,0,0,0,0
#eastpride,1,0,0,1,0,0,0,0
#demokratie,1,0,1,0,0,0,0,0
#damaskus,1,0,1,0,0,0,0,0
#coronavirus,1,0,1,0,0,0,0,0
#christihimmelfahrt,1,0,1,0,0,0,0,0
#charlottenburg,1,0,0,0,1,0,0,0
#bunte,1,0,0,1,0,0,0,0
#btw21,1,1,0,0,0,0,0,0
#breitenbach,1,0,1,0,0,0,0,0
#bosnien,1,0,1,0,0,0,0,0
#bihac,1,0,1,0,0,0,0,0
#biden,1,0,0,1,0,0,0,0
#ban,1,0,0,1,0,0,0,0
#baerbock,1,1,0,0,0,0,0,0
#b2405,1,0,1,0,0,0,0,0
#aktuellestunde,1,1,0,0,0,0,0,0
#aktuellenstunde,1,1,0,0,0,0,0,0
#agh21,1,1,0,0,0,0,0,0
#ekd,1,0,1,0,0,0,0,0
#equity,1,0,0,1,0,0,0,0
#kreuzberg,1,0,0,1,0,0,0,0
#fdp,1,0,1,0,0,0,0,0
#kolonialisierung,1,1,0,0,0,0,0,0
#klimaabkommen,1,0,0,1,0,0,0,0
#afghanistan,1,0,1,0,0,0,0,0
#kirche,1,0,1,0,0,0,0,0
#katholisch,1,0,0,0,1,0,0,0
#kalbitz,1,0,1,0,0,0,0,0
#istandwithisrael,1,0,0,0,0,1,0,0
#islam,1,0,1,0,0,0,0,0
#impfdesaster,1,0,1,0,0,0,0,0
#houseofone,1,0,0,1,0,0,0,0
#harris,1,0,0,1,0,0,0,0
#hagen,1,0,1,0,0,0,0,0
#grüne,1,0,0,1,0,0,0,0
#gruene,1,0,1,0,0,0,0,0
#gewalt,1,1,0,0,0,0,0,0
#genozid,1,1,0,0,0,0,0,0
#froheostern,1,0,1,0,0,0,0,0
#fremdschämen,1,1,0,0,0,0,0,0
#fff,1,0,1,0,0,0,0,0
#özdemir,1,0,1,0,0,0,0,0
