hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
#afghanistan,150,34,70,38,1,0,7,0
#berlin,36,15,9,5,3,0,4,0
#trump,30,5,13,8,2,0,2,0
#taliban,29,9,18,1,0,0,1,0
#kabul,29,6,19,4,0,0,0,0
#agh,24,15,1,3,1,0,4,0
#bundeswehr,23,0,22,1,0,0,0,0
#israel,23,1,9,5,2,0,6,0
#afd,16,3,13,0,0,0,0,0
#r2g,11,8,1,1,0,0,1,0
#corona,10,2,6,1,0,0,1,0
#plenum,10,10,0,0,0,0,0,0
#cdu,9,4,1,1,0,0,3,0
#capitol,9,3,2,3,1,0,0,0
#ortskräfte,9,3,2,4,0,0,0,0
#spd,9,1,5,1,1,0,1,0
#talibans,8,2,6,0,0,0,0,0
#biden,8,1,7,0,0,0,0,0
#afganistan,8,0,8,0,0,0,0,0
#merkel,8,1,7,0,0,0,0,0
#kabulairport,7,1,5,1,0,0,0,0
#usa,6,0,3,3,0,0,0,0
#klimaschutz,6,3,0,3,0,0,0,0
#antisemitismus,6,1,2,2,1,0,0,0
#deutschland,6,0,6,0,0,0,0,0
#israelunderattack,6,0,5,0,0,0,1,0
#ortskraefte,6,3,3,0,0,0,0,0
#nato,5,3,2,0,0,0,0,0
#kabulaiport,5,0,5,0,0,0,0,0
#china,5,0,5,0,0,0,0,0
#lockdown,5,0,2,0,1,0,2,0
#afganisthan,5,1,4,0,0,0,0,0
#washingtondc,4,1,0,3,0,0,0,0
#btw21,4,1,2,1,0,0,0,0
#gysi,4,3,1,0,0,0,0,0
#hamas,4,0,3,1,0,0,0,0
#priorität,4,4,0,0,0,0,0,0
#scholz,4,1,2,1,0,0,0,0
#afghanishtan,4,0,4,0,0,0,0,0
#standwithisrael,4,0,2,0,1,1,0,0
#luftbrücke,4,1,0,3,0,0,0,0
#syrien,4,1,2,1,0,0,0,0
#akk,4,0,4,0,0,0,0,0
#wissa,4,4,0,0,0,0,0,0
#btwahl2021,4,0,4,0,0,0,0,0
#covid19,4,2,2,0,0,0,0,0
#grüne,3,0,3,0,0,0,0,0
#laschet,3,0,2,1,0,0,0,0
#patenschaftsnetzwerk,3,0,0,3,0,0,0,0
#abschiebungen,3,1,0,2,0,0,0,0
#marzahn,3,0,2,1,0,0,0,0
#kabulhasfallen,3,0,3,0,0,0,0,0
#solidarität,3,2,0,0,0,0,1,0
#eu,3,1,1,0,1,0,0,0
#aktuellestunde,3,3,0,0,0,0,0,0
#kapitol,3,0,1,2,0,0,0,0
#mali,3,0,3,0,0,0,0,0
#bundesregierung,3,1,1,1,0,0,0,0
#lanz,3,0,3,0,0,0,0,0
#wk7,3,0,0,0,0,0,3,0
#baerbock,3,2,1,0,0,0,0,0
#habeck,3,0,1,2,0,0,0,0
#maischberger,3,0,2,0,0,0,1,0
#europa,3,0,1,0,1,0,1,0
#ukraine,3,0,3,0,0,0,0,0
#iran,3,0,3,0,0,0,0,0
#linke,3,1,2,0,0,0,0,0
#idahobit2021,2,0,0,1,0,1,0,0
#ksk,2,0,2,0,0,0,0,0
#luftbrueckejetzt,2,2,0,0,0,0,0,0
#savepanjshir,2,0,2,0,0,0,0,0
#csu,2,0,1,1,0,0,0,0
#hellersdorf,2,1,0,1,0,0,0,0
#refugeeswelcome,2,2,0,0,0,0,0,0
#eurobundmed,2,0,0,2,0,0,0,0
#covid,2,0,0,2,0,0,0,0
#istandwithisrael,2,0,0,1,0,1,0,0
#israelunderfire,2,0,2,0,0,0,0,0
#eurobundmedien,2,1,0,1,0,0,0,0
#linkelpt,2,2,0,0,0,0,0,0
#erdogan,2,2,0,0,0,0,0,0
#is,2,2,0,0,0,0,0,0
#linkebpt,2,2,0,0,0,0,0,0
#getthemout,2,0,0,2,0,0,0,0
#mad,2,0,2,0,0,0,0,0
#kabulluftbruecke,2,0,0,2,0,0,0,0
#unteilbar,2,1,0,1,0,0,0,0
#maas,2,0,2,0,0,0,0,0
#mahe,2,1,0,1,0,0,0,0
#blm,2,0,2,0,0,0,0,0
#mpk,2,0,0,0,2,0,0,0
#brexit,2,0,0,2,0,0,0,0
#btw2021,2,0,2,0,0,0,0,0
#triell,2,0,1,1,0,0,0,0
#lauterbach,2,0,2,0,0,0,0,0
#patentfreigabe,2,1,0,1,0,0,0,0
#annewill,2,0,2,0,0,0,0,0
#luftbrückejetzt,2,0,0,2,0,0,0,0
#cdurausausderregierung,2,2,0,0,0,0,0,0
#steglitz,2,0,0,2,0,0,0,0
#patente,2,1,0,1,0,0,0,0
#menschenrechte,2,1,0,1,0,0,0,0
#afghanwomen,2,0,2,0,0,0,0,0
#leavenoonebehind,2,0,0,2,0,0,0,0
#fluechtlinge,2,0,2,0,0,0,0,0
#klima,2,0,1,0,1,0,0,0
#partizipation,1,1,0,0,0,0,0,0
#paralympics,1,0,1,0,0,0,0,0
#pence,1,0,1,0,0,0,0,0
#papenburg,1,0,0,1,0,0,0,0
#pankow,1,1,0,0,0,0,0,0
#pandemien,1,0,0,0,1,0,0,0
#pandemie,1,0,0,0,0,0,1,0
#pandemiekosten,1,0,0,0,1,0,0,0
#lsbtiq,1,0,0,1,0,0,0,0
#mahlsdorf,1,0,0,1,0,0,0,0
#machtdaslandgerecht,1,1,0,0,0,0,0,0
#luftbruecke,1,0,1,0,0,0,0,0
#olafscholz,1,1,0,0,0,0,0,0
#mindestlohn,1,1,0,0,0,0,0,0
#moskau,1,0,1,0,0,0,0,0
#muslimbrüder,1,1,0,0,0,0,0,0
#nachverdichtung,1,1,0,0,0,0,0,0
#nahost,1,1,0,0,0,0,0,0
#perspektive,1,0,0,1,0,0,0,0
#menschenrechtskonvention,1,0,0,1,0,0,0,0
