,AFD,CDUCSU,FDP,GRUENE,LINKE,SPD,var
2018-12-11,6.0,1.0,2.0,4.0,4.0,0.0,Gender
2018-12-12,7.0,1.0,2.0,4.0,3.0,0.0,Gender
2018-12-13,5.0,1.0,2.0,4.0,2.0,0.0,Gender
2018-12-14,5.0,1.0,2.0,4.0,2.0,0.0,Gender
2018-12-15,5.0,1.0,2.0,4.0,2.0,0.0,Gender
2018-12-16,5.0,0.0,2.0,4.0,2.0,0.0,Gender
2018-12-17,5.0,0.0,2.0,4.0,2.0,0.0,Gender
2018-12-18,5.0,0.0,3.0,8.0,3.0,0.0,Gender
2018-12-19,5.0,0.0,3.0,7.0,4.0,0.0,Gender
2018-12-20,6.0,0.0,3.0,7.0,4.0,0.0,Gender
2018-12-21,6.0,1.0,3.0,7.0,4.0,0.0,Gender
2018-12-22,6.0,1.0,3.0,7.0,4.0,0.0,Gender
2018-12-23,6.0,2.0,3.0,7.0,4.0,0.0,Gender
2018-12-24,6.0,2.0,3.0,7.0,4.0,0.0,Gender
2018-12-25,6.0,2.0,2.0,7.0,4.0,0.0,Gender
2018-12-26,6.0,2.0,2.0,7.0,4.0,0.0,Gender
2018-12-27,6.0,2.0,2.0,6.0,4.0,0.0,Gender
2018-12-28,6.0,2.0,2.0,6.0,3.0,0.0,Gender
2018-12-29,7.0,2.0,2.0,6.0,3.0,0.0,Gender
2018-12-30,7.0,2.0,2.0,6.0,4.0,0.0,Gender
2018-12-31,7.0,2.0,2.0,6.0,4.0,0.0,Gender
2019-01-01,7.0,2.0,2.0,6.0,4.0,0.0,Gender
2019-01-02,6.0,2.0,2.0,6.0,4.0,0.0,Gender
2019-01-03,6.0,2.0,2.0,6.0,3.0,0.0,Gender
2019-01-04,6.0,2.0,2.0,5.0,3.0,0.0,Gender
2019-01-05,6.0,2.0,2.0,4.0,3.0,0.0,Gender
2019-01-06,5.0,2.0,1.0,4.0,3.0,0.0,Gender
2019-01-07,5.0,2.0,1.0,4.0,3.0,0.0,Gender
2019-01-08,5.0,2.0,1.0,4.0,3.0,0.0,Gender
2019-01-09,5.0,2.0,1.0,4.0,3.0,0.0,Gender
2019-01-10,5.0,2.0,1.0,4.0,3.0,0.0,Gender
2019-01-11,4.0,2.0,1.0,4.0,3.0,2.0,Gender
2019-01-12,4.0,2.0,1.0,4.0,3.0,2.0,Gender
2019-01-13,5.0,2.0,1.0,4.0,3.0,2.0,Gender
2019-01-14,5.0,2.0,1.0,4.0,3.0,2.0,Gender
2019-01-15,5.0,2.0,1.0,4.0,3.0,2.0,Gender
2019-01-16,5.0,2.0,1.0,4.0,3.0,3.0,Gender
2019-01-17,7.0,2.0,0.0,0.0,2.0,3.0,Gender
2019-01-18,7.0,2.0,0.0,0.0,1.0,3.0,Gender
2019-01-19,7.0,2.0,0.0,1.0,1.0,3.0,Gender
2019-01-20,7.0,1.0,0.0,1.0,1.0,3.0,Gender
2019-01-21,6.0,1.0,0.0,1.0,1.0,3.0,Gender
2019-01-22,10.0,1.0,0.0,2.0,1.0,3.0,Gender
2019-01-23,12.0,2.0,0.0,2.0,1.0,3.0,Gender
2019-01-24,12.0,2.0,0.0,3.0,1.0,3.0,Gender
2019-01-25,12.0,2.0,0.0,3.0,1.0,3.0,Gender
2019-01-26,12.0,2.0,0.0,3.0,1.0,3.0,Gender
2019-01-27,12.0,2.0,0.0,3.0,1.0,3.0,Gender
2019-01-28,13.0,2.0,0.0,3.0,1.0,3.0,Gender
2019-01-29,15.0,6.0,1.0,5.0,0.0,3.0,Gender
2019-01-30,15.0,6.0,1.0,5.0,0.0,3.0,Gender
2019-01-31,18.0,6.0,1.0,5.0,0.0,3.0,Gender
2019-02-01,20.0,6.0,1.0,5.0,1.0,3.0,Gender
2019-02-02,20.0,6.0,1.0,5.0,1.0,3.0,Gender
2019-02-03,21.0,6.0,1.0,5.0,1.0,4.0,Gender
2019-02-04,23.0,6.0,1.0,6.0,1.0,4.0,Gender
2019-02-05,23.0,6.0,1.0,7.0,4.0,4.0,Gender
2019-02-06,23.0,6.0,1.0,7.0,4.0,4.0,Gender
2019-02-07,23.0,6.0,1.0,7.0,5.0,4.0,Gender
2019-02-08,23.0,6.0,1.0,7.0,5.0,4.0,Gender
2019-02-09,23.0,6.0,1.0,7.0,5.0,4.0,Gender
2019-02-10,23.0,6.0,1.0,7.0,5.0,2.0,Gender
2019-02-11,22.0,6.0,1.0,7.0,5.0,2.0,Gender
2019-02-12,21.0,6.0,1.0,7.0,5.0,2.0,Gender
2019-02-13,21.0,6.0,1.0,7.0,5.0,2.0,Gender
2019-02-14,21.0,6.0,1.0,7.0,5.0,2.0,Gender
2019-02-15,21.0,6.0,1.0,7.0,5.0,1.0,Gender
2019-02-16,19.0,6.0,1.0,7.0,5.0,1.0,Gender
2019-02-17,19.0,6.0,2.0,7.0,5.0,1.0,Gender
2019-02-18,19.0,6.0,2.0,6.0,5.0,1.0,Gender
2019-02-19,19.0,6.0,2.0,6.0,5.0,1.0,Gender
2019-02-20,20.0,6.0,2.0,6.0,5.0,1.0,Gender
2019-02-21,16.0,5.0,2.0,5.0,5.0,2.0,Gender
2019-02-22,14.0,4.0,2.0,6.0,5.0,2.0,Gender
2019-02-23,14.0,4.0,2.0,5.0,5.0,2.0,Gender
2019-02-24,14.0,5.0,2.0,5.0,6.0,2.0,Gender
2019-02-25,14.0,5.0,2.0,5.0,6.0,2.0,Gender
2019-02-26,14.0,5.0,2.0,5.0,6.0,2.0,Gender
2019-02-27,13.0,5.0,2.0,5.0,6.0,2.0,Gender
2019-02-28,12.0,1.0,1.0,3.0,6.0,2.0,Gender
2019-03-01,12.0,2.0,1.0,3.0,6.0,2.0,Gender
2019-03-02,9.0,2.0,1.0,3.0,6.0,3.0,Gender
2019-03-03,7.0,2.0,1.0,4.0,5.0,3.0,Gender
2019-03-04,9.0,3.0,1.0,4.0,5.0,3.0,Gender
2019-03-05,12.0,3.0,1.0,4.0,5.0,2.0,Gender
2019-03-06,10.0,3.0,1.0,5.0,5.0,2.0,Gender
2019-03-07,13.0,3.0,2.0,5.0,3.0,3.0,Gender
2019-03-08,14.0,6.0,2.0,5.0,3.0,5.0,Gender
2019-03-09,14.0,6.0,4.0,5.0,2.0,5.0,Gender
2019-03-10,15.0,6.0,4.0,5.0,3.0,5.0,Gender
2019-03-11,16.0,7.0,4.0,5.0,4.0,5.0,Gender
2019-03-12,17.0,7.0,4.0,6.0,4.0,5.0,Gender
2019-03-13,19.0,7.0,4.0,7.0,4.0,7.0,Gender
2019-03-14,20.0,7.0,4.0,7.0,4.0,7.0,Gender
2019-03-15,21.0,7.0,4.0,8.0,4.0,8.0,Gender
2019-03-16,21.0,7.0,4.0,8.0,4.0,8.0,Gender
2019-03-17,21.0,7.0,4.0,8.0,4.0,8.0,Gender
2019-03-18,22.0,10.0,7.0,13.0,4.0,13.0,Gender
2019-03-19,23.0,11.0,7.0,13.0,4.0,13.0,Gender
2019-03-20,27.0,11.0,7.0,13.0,4.0,13.0,Gender
2019-03-21,28.0,11.0,7.0,13.0,4.0,13.0,Gender
2019-03-22,27.0,11.0,7.0,13.0,5.0,13.0,Gender
2019-03-23,27.0,11.0,7.0,13.0,5.0,12.0,Gender
2019-03-24,27.0,11.0,7.0,12.0,5.0,12.0,Gender
2019-03-25,27.0,11.0,7.0,12.0,5.0,12.0,Gender
2019-03-26,27.0,10.0,7.0,12.0,4.0,12.0,Gender
2019-03-27,28.0,10.0,7.0,12.0,4.0,12.0,Gender
2019-03-28,28.0,10.0,7.0,12.0,4.0,12.0,Gender
2019-03-29,27.0,10.0,7.0,12.0,4.0,13.0,Gender
2019-03-30,26.0,10.0,7.0,12.0,4.0,13.0,Gender
2019-03-31,26.0,9.0,8.0,12.0,4.0,13.0,Gender
2019-04-01,26.0,9.0,8.0,13.0,4.0,12.0,Gender
2019-04-02,26.0,9.0,8.0,12.0,4.0,12.0,Gender
2019-04-03,26.0,8.0,8.0,12.0,4.0,12.0,Gender
2019-04-04,22.0,8.0,8.0,12.0,4.0,12.0,Gender
2019-04-05,22.0,8.0,8.0,10.0,4.0,12.0,Gender
2019-04-06,19.0,8.0,7.0,9.0,3.0,11.0,Gender
2019-04-07,18.0,5.0,7.0,9.0,3.0,9.0,Gender
2019-04-08,18.0,5.0,5.0,11.0,3.0,9.0,Gender
2019-04-09,17.0,5.0,5.0,11.0,2.0,9.0,Gender
2019-04-10,16.0,4.0,5.0,12.0,2.0,9.0,Gender
2019-04-11,15.0,4.0,5.0,12.0,2.0,9.0,Gender
2019-04-12,13.0,4.0,5.0,11.0,2.0,7.0,Gender
2019-04-13,12.0,4.0,5.0,11.0,2.0,7.0,Gender
2019-04-14,11.0,4.0,5.0,10.0,2.0,6.0,Gender
2019-04-15,11.0,4.0,5.0,10.0,2.0,6.0,Gender
2019-04-16,11.0,4.0,5.0,10.0,2.0,6.0,Gender
2019-04-17,12.0,1.0,2.0,5.0,2.0,1.0,Gender
2019-04-18,11.0,0.0,1.0,5.0,2.0,2.0,Gender
2019-04-19,6.0,0.0,1.0,5.0,2.0,2.0,Gender
2019-04-20,5.0,0.0,1.0,5.0,2.0,2.0,Gender
2019-04-21,5.0,0.0,1.0,5.0,1.0,2.0,Gender
2019-04-22,6.0,0.0,1.0,5.0,1.0,2.0,Gender
2019-04-23,6.0,0.0,1.0,5.0,1.0,2.0,Gender
2019-04-24,6.0,0.0,1.0,5.0,2.0,2.0,Gender
2019-04-25,8.0,0.0,1.0,5.0,2.0,2.0,Gender
2019-04-26,7.0,0.0,1.0,6.0,2.0,2.0,Gender
2019-04-27,7.0,0.0,1.0,6.0,2.0,2.0,Gender
2019-04-28,7.0,0.0,1.0,6.0,2.0,1.0,Gender
2019-04-29,8.0,0.0,1.0,7.0,2.0,1.0,Gender
2019-04-30,8.0,0.0,0.0,7.0,3.0,1.0,Gender
2019-05-01,8.0,0.0,0.0,6.0,3.0,1.0,Gender
2019-05-02,8.0,0.0,0.0,6.0,3.0,1.0,Gender
2019-05-03,6.0,0.0,0.0,6.0,3.0,1.0,Gender
2019-05-04,6.0,0.0,0.0,6.0,3.0,1.0,Gender
2019-05-05,6.0,0.0,0.0,6.0,3.0,1.0,Gender
2019-05-06,6.0,0.0,0.0,6.0,3.0,1.0,Gender
2019-05-07,7.0,0.0,0.0,6.0,3.0,1.0,Gender
2019-05-08,7.0,0.0,0.0,4.0,3.0,1.0,Gender
2019-05-09,9.0,0.0,0.0,4.0,3.0,1.0,Gender
2019-05-10,9.0,0.0,0.0,3.0,2.0,1.0,Gender
2019-05-11,9.0,0.0,0.0,2.0,2.0,1.0,Gender
2019-05-12,9.0,0.0,0.0,2.0,2.0,1.0,Gender
2019-05-13,10.0,0.0,0.0,2.0,2.0,1.0,Gender
2019-05-14,10.0,0.0,0.0,2.0,2.0,1.0,Gender
2019-05-15,11.0,0.0,0.0,2.0,2.0,1.0,Gender
2019-05-16,11.0,0.0,0.0,2.0,2.0,1.0,Gender
2019-05-17,11.0,0.0,0.0,2.0,2.0,1.0,Gender
2019-05-18,11.0,0.0,0.0,2.0,2.0,0.0,Gender
2019-05-19,11.0,0.0,0.0,3.0,2.0,0.0,Gender
2019-05-20,11.0,0.0,0.0,3.0,2.0,0.0,Gender
2019-05-21,11.0,0.0,0.0,3.0,2.0,0.0,Gender
2019-05-22,11.0,0.0,0.0,3.0,6.0,0.0,Gender
2019-05-23,11.0,0.0,0.0,3.0,6.0,0.0,Gender
2019-05-24,11.0,0.0,0.0,3.0,5.0,0.0,Gender
2019-05-25,9.0,0.0,0.0,3.0,5.0,0.0,Gender
2019-05-26,10.0,0.0,0.0,3.0,5.0,0.0,Gender
2019-05-27,10.0,0.0,0.0,4.0,5.0,0.0,Gender
2019-05-28,10.0,0.0,0.0,4.0,5.0,0.0,Gender
2019-05-29,9.0,0.0,0.0,3.0,5.0,0.0,Gender
2019-05-30,9.0,0.0,0.0,3.0,4.0,0.0,Gender
2019-05-31,10.0,0.0,0.0,3.0,4.0,0.0,Gender
2019-06-01,10.0,0.0,0.0,4.0,4.0,0.0,Gender
2019-06-02,10.0,0.0,0.0,4.0,4.0,0.0,Gender
2019-06-03,10.0,0.0,1.0,4.0,4.0,0.0,Gender
2019-06-04,10.0,0.0,1.0,4.0,4.0,0.0,Gender
2019-06-05,12.0,0.0,1.0,4.0,4.0,0.0,Gender
2019-06-06,11.0,0.0,1.0,4.0,5.0,0.0,Gender
2019-06-07,13.0,0.0,1.0,4.0,5.0,0.0,Gender
2019-06-08,11.0,0.0,1.0,4.0,5.0,0.0,Gender
2019-06-09,11.0,0.0,1.0,4.0,5.0,0.0,Gender
2019-06-10,11.0,1.0,1.0,5.0,5.0,0.0,Gender
2019-06-11,12.0,1.0,1.0,5.0,5.0,0.0,Gender
2019-06-12,12.0,1.0,1.0,5.0,5.0,0.0,Gender
2019-06-13,13.0,1.0,1.0,5.0,5.0,0.0,Gender
2019-06-14,13.0,1.0,1.0,5.0,5.0,0.0,Gender
2019-06-15,13.0,1.0,1.0,5.0,5.0,0.0,Gender
2019-06-16,12.0,1.0,1.0,5.0,6.0,0.0,Gender
2019-06-17,12.0,1.0,1.0,5.0,6.0,0.0,Gender
2019-06-18,13.0,1.0,1.0,4.0,7.0,0.0,Gender
2019-06-19,13.0,1.0,1.0,5.0,7.0,0.0,Gender
2019-06-20,14.0,1.0,1.0,5.0,7.0,0.0,Gender
2019-06-21,13.0,1.0,1.0,5.0,3.0,0.0,Gender
2019-06-22,13.0,1.0,1.0,5.0,3.0,0.0,Gender
2019-06-23,13.0,1.0,1.0,5.0,3.0,0.0,Gender
2019-06-24,13.0,1.0,2.0,5.0,3.0,0.0,Gender
2019-06-25,12.0,1.0,2.0,4.0,3.0,0.0,Gender
2019-06-26,12.0,1.0,2.0,3.0,3.0,0.0,Gender
2019-06-27,12.0,1.0,2.0,3.0,3.0,0.0,Gender
2019-06-28,12.0,1.0,3.0,4.0,3.0,0.0,Gender
2019-06-29,12.0,1.0,3.0,4.0,3.0,0.0,Gender
2019-06-30,11.0,1.0,3.0,4.0,3.0,0.0,Gender
2019-07-01,11.0,1.0,3.0,3.0,3.0,0.0,Gender
2019-07-02,11.0,1.0,3.0,3.0,3.0,0.0,Gender
2019-07-03,13.0,1.0,2.0,3.0,3.0,0.0,Gender
2019-07-04,13.0,1.0,2.0,3.0,3.0,0.0,Gender
2019-07-05,11.0,1.0,2.0,3.0,4.0,0.0,Gender
2019-07-06,11.0,1.0,2.0,3.0,3.0,0.0,Gender
2019-07-07,9.0,1.0,2.0,3.0,3.0,0.0,Gender
2019-07-08,9.0,1.0,2.0,3.0,4.0,0.0,Gender
2019-07-09,9.0,1.0,2.0,3.0,4.0,0.0,Gender
2019-07-10,10.0,0.0,2.0,2.0,4.0,0.0,Gender
2019-07-11,9.0,0.0,2.0,2.0,4.0,0.0,Gender
2019-07-12,8.0,0.0,2.0,2.0,4.0,0.0,Gender
2019-07-13,7.0,0.0,2.0,2.0,4.0,0.0,Gender
2019-07-14,6.0,0.0,2.0,2.0,4.0,0.0,Gender
2019-07-15,6.0,0.0,2.0,2.0,4.0,0.0,Gender
2019-07-16,5.0,0.0,2.0,3.0,3.0,0.0,Gender
2019-07-17,5.0,0.0,2.0,4.0,3.0,0.0,Gender
2019-07-18,4.0,0.0,2.0,4.0,2.0,0.0,Gender
2019-07-19,4.0,0.0,2.0,3.0,2.0,0.0,Gender
2019-07-20,4.0,0.0,2.0,3.0,2.0,0.0,Gender
2019-07-21,4.0,0.0,2.0,3.0,2.0,0.0,Gender
2019-07-22,4.0,0.0,2.0,3.0,2.0,0.0,Gender
2019-07-23,5.0,0.0,2.0,3.0,2.0,0.0,Gender
2019-07-24,5.0,0.0,1.0,3.0,2.0,0.0,Gender
2019-07-25,5.0,0.0,1.0,3.0,2.0,0.0,Gender
2019-07-26,5.0,0.0,1.0,3.0,2.0,0.0,Gender
2019-07-27,5.0,0.0,1.0,3.0,2.0,0.0,Gender
2019-07-28,5.0,0.0,0.0,2.0,2.0,0.0,Gender
2019-07-29,5.0,0.0,0.0,2.0,2.0,0.0,Gender
2019-07-30,5.0,0.0,0.0,2.0,2.0,0.0,Gender
2019-07-31,6.0,0.0,0.0,2.0,2.0,0.0,Gender
2019-08-01,6.0,0.0,0.0,2.0,2.0,0.0,Gender
2019-08-02,4.0,0.0,0.0,3.0,2.0,0.0,Gender
2019-08-03,4.0,0.0,0.0,3.0,2.0,0.0,Gender
2019-08-04,4.0,0.0,0.0,3.0,1.0,0.0,Gender
2019-08-05,4.0,0.0,0.0,3.0,1.0,0.0,Gender
2019-08-06,4.0,0.0,0.0,3.0,1.0,0.0,Gender
2019-08-07,4.0,0.0,0.0,3.0,0.0,2.0,Gender
2019-08-08,4.0,0.0,0.0,3.0,0.0,2.0,Gender
2019-08-09,3.0,0.0,0.0,3.0,0.0,2.0,Gender
2019-08-10,3.0,0.0,0.0,3.0,0.0,2.0,Gender
2019-08-11,3.0,0.0,0.0,3.0,0.0,2.0,Gender
2019-08-12,3.0,0.0,0.0,3.0,0.0,2.0,Gender
2019-08-13,3.0,0.0,0.0,3.0,0.0,2.0,Gender
2019-08-14,5.0,0.0,0.0,3.0,0.0,2.0,Gender
2019-08-15,5.0,0.0,0.0,2.0,0.0,2.0,Gender
2019-08-16,5.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-08-17,5.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-08-18,5.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-08-19,4.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-08-20,4.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-08-21,4.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-08-22,3.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-08-23,3.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-08-24,3.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-08-25,3.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-08-26,3.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-08-27,3.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-08-28,3.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-08-29,3.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-08-30,2.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-08-31,2.0,0.0,0.0,1.0,0.0,2.0,Gender
2019-09-01,2.0,0.0,0.0,0.0,0.0,3.0,Gender
2019-09-02,2.0,0.0,0.0,0.0,0.0,3.0,Gender
2019-09-03,2.0,0.0,0.0,0.0,0.0,3.0,Gender
2019-09-04,2.0,0.0,0.0,0.0,2.0,3.0,Gender
2019-09-05,2.0,0.0,0.0,0.0,3.0,3.0,Gender
2019-09-06,2.0,0.0,0.0,1.0,3.0,1.0,Gender
2019-09-07,2.0,1.0,0.0,1.0,3.0,2.0,Gender
2019-09-08,3.0,1.0,0.0,1.0,3.0,2.0,Gender
2019-09-09,3.0,1.0,0.0,1.0,3.0,2.0,Gender
2019-09-10,3.0,1.0,0.0,1.0,4.0,3.0,Gender
2019-09-11,3.0,1.0,0.0,1.0,4.0,3.0,Gender
2019-09-12,5.0,1.0,0.0,1.0,4.0,3.0,Gender
2019-09-13,4.0,1.0,0.0,1.0,4.0,3.0,Gender
2019-09-14,4.0,1.0,0.0,1.0,4.0,3.0,Gender
2019-09-15,4.0,1.0,0.0,1.0,4.0,3.0,Gender
2019-09-16,4.0,1.0,0.0,1.0,4.0,3.0,Gender
2019-09-17,6.0,1.0,0.0,1.0,5.0,3.0,Gender
2019-09-18,7.0,1.0,0.0,1.0,5.0,3.0,Gender
2019-09-19,7.0,1.0,0.0,1.0,5.0,3.0,Gender
2019-09-20,7.0,1.0,0.0,1.0,5.0,3.0,Gender
2019-09-21,7.0,1.0,0.0,1.0,5.0,3.0,Gender
2019-09-22,7.0,1.0,0.0,1.0,5.0,3.0,Gender
2019-09-23,7.0,1.0,0.0,1.0,5.0,3.0,Gender
2019-09-24,7.0,1.0,0.0,1.0,5.0,3.0,Gender
2019-09-25,8.0,1.0,0.0,2.0,5.0,3.0,Gender
2019-09-26,8.0,1.0,0.0,2.0,5.0,3.0,Gender
2019-09-27,8.0,1.0,0.0,2.0,6.0,3.0,Gender
2019-09-28,9.0,1.0,0.0,2.0,6.0,3.0,Gender
2019-09-29,9.0,1.0,0.0,2.0,6.0,3.0,Gender
2019-09-30,9.0,1.0,0.0,2.0,6.0,3.0,Gender
2019-10-01,9.0,1.0,0.0,2.0,6.0,2.0,Gender
2019-10-02,9.0,1.0,0.0,2.0,6.0,2.0,Gender
2019-10-03,9.0,1.0,0.0,2.0,6.0,2.0,Gender
2019-10-04,9.0,1.0,0.0,3.0,4.0,2.0,Gender
2019-10-05,9.0,1.0,0.0,3.0,3.0,2.0,Gender
2019-10-06,9.0,1.0,0.0,2.0,3.0,2.0,Gender
2019-10-07,10.0,0.0,0.0,2.0,3.0,1.0,Gender
2019-10-08,9.0,0.0,0.0,2.0,3.0,1.0,Gender
2019-10-09,10.0,0.0,0.0,2.0,3.0,2.0,Gender
2019-10-10,10.0,0.0,0.0,2.0,2.0,1.0,Gender
2019-10-11,10.0,0.0,1.0,2.0,2.0,1.0,Gender
2019-10-12,8.0,0.0,1.0,2.0,2.0,1.0,Gender
2019-10-13,7.0,0.0,1.0,3.0,2.0,1.0,Gender
2019-10-14,7.0,0.0,1.0,3.0,2.0,1.0,Gender
2019-10-15,7.0,0.0,1.0,4.0,2.0,1.0,Gender
2019-10-16,7.0,0.0,1.0,4.0,2.0,1.0,Gender
2019-10-17,5.0,0.0,1.0,4.0,1.0,1.0,Gender
2019-10-18,4.0,0.0,1.0,4.0,2.0,2.0,Gender
2019-10-19,4.0,0.0,1.0,4.0,2.0,2.0,Gender
2019-10-20,5.0,1.0,1.0,4.0,2.0,2.0,Gender
2019-10-21,5.0,1.0,1.0,4.0,2.0,2.0,Gender
2019-10-22,5.0,1.0,1.0,4.0,2.0,2.0,Gender
2019-10-23,5.0,1.0,1.0,4.0,2.0,2.0,Gender
2019-10-24,6.0,1.0,1.0,4.0,2.0,2.0,Gender
2019-10-25,5.0,1.0,1.0,3.0,2.0,2.0,Gender
2019-10-26,5.0,1.0,1.0,3.0,2.0,2.0,Gender
2019-10-27,5.0,1.0,1.0,3.0,1.0,2.0,Gender
2019-10-28,4.0,1.0,2.0,3.0,1.0,2.0,Gender
2019-10-29,5.0,1.0,2.0,3.0,1.0,2.0,Gender
2019-10-30,5.0,1.0,2.0,3.0,1.0,2.0,Gender
2019-10-31,5.0,1.0,2.0,3.0,1.0,2.0,Gender
2019-11-01,5.0,1.0,2.0,3.0,1.0,2.0,Gender
2019-11-02,5.0,1.0,2.0,3.0,1.0,2.0,Gender
2019-11-03,5.0,1.0,2.0,2.0,1.0,2.0,Gender
2019-11-04,5.0,1.0,2.0,3.0,1.0,2.0,Gender
2019-11-05,5.0,1.0,2.0,3.0,1.0,2.0,Gender
2019-11-06,4.0,1.0,2.0,3.0,1.0,2.0,Gender
2019-11-07,4.0,1.0,2.0,3.0,1.0,2.0,Gender
2019-11-08,3.0,1.0,2.0,3.0,1.0,1.0,Gender
2019-11-09,3.0,1.0,2.0,3.0,1.0,1.0,Gender
2019-11-10,3.0,2.0,1.0,3.0,1.0,1.0,Gender
2019-11-11,3.0,2.0,1.0,3.0,1.0,1.0,Gender
2019-11-12,4.0,2.0,1.0,2.0,1.0,1.0,Gender
2019-11-13,5.0,2.0,1.0,2.0,1.0,1.0,Gender
2019-11-14,5.0,2.0,1.0,1.0,1.0,1.0,Gender
2019-11-15,5.0,2.0,2.0,1.0,1.0,1.0,Gender
2019-11-16,5.0,2.0,2.0,1.0,1.0,1.0,Gender
2019-11-17,5.0,2.0,2.0,1.0,0.0,0.0,Gender
2019-11-18,5.0,2.0,2.0,1.0,0.0,1.0,Gender
2019-11-19,4.0,1.0,2.0,1.0,0.0,1.0,Gender
2019-11-20,5.0,1.0,2.0,1.0,1.0,1.0,Gender
2019-11-21,5.0,1.0,2.0,1.0,1.0,1.0,Gender
2019-11-22,5.0,1.0,2.0,1.0,1.0,1.0,Gender
2019-11-23,4.0,1.0,2.0,1.0,1.0,1.0,Gender
2019-11-24,4.0,1.0,2.0,1.0,2.0,1.0,Gender
2019-11-25,4.0,1.0,2.0,1.0,2.0,1.0,Gender
2019-11-26,4.0,1.0,2.0,1.0,2.0,2.0,Gender
2019-11-27,6.0,1.0,1.0,2.0,2.0,2.0,Gender
2019-11-28,6.0,1.0,1.0,2.0,2.0,2.0,Gender
2019-11-29,6.0,1.0,1.0,2.0,2.0,2.0,Gender
2019-11-30,7.0,1.0,1.0,2.0,2.0,2.0,Gender
2019-12-01,7.0,1.0,1.0,2.0,2.0,2.0,Gender
2019-12-02,7.0,1.0,1.0,2.0,2.0,2.0,Gender
2019-12-03,7.0,1.0,1.0,2.0,2.0,2.0,Gender
2019-12-04,7.0,1.0,1.0,1.0,2.0,2.0,Gender
2019-12-05,7.0,1.0,1.0,1.0,2.0,2.0,Gender
2019-12-06,8.0,1.0,1.0,1.0,2.0,2.0,Gender
2019-12-07,8.0,1.0,1.0,1.0,2.0,2.0,Gender
2019-12-08,8.0,1.0,1.0,1.0,2.0,2.0,Gender
2019-12-09,8.0,1.0,1.0,1.0,2.0,5.0,Gender
2019-12-10,9.0,0.0,1.0,1.0,2.0,5.0,Gender
2019-12-11,9.0,0.0,1.0,2.0,2.0,5.0,Gender
2019-12-12,8.0,0.0,1.0,2.0,2.0,5.0,Gender
2019-12-13,7.0,0.0,1.0,2.0,2.0,5.0,Gender
2019-12-14,7.0,0.0,1.0,2.0,2.0,5.0,Gender
2019-12-15,7.0,0.0,0.0,2.0,2.0,5.0,Gender
2019-12-16,7.0,0.0,0.0,2.0,2.0,5.0,Gender
2019-12-17,7.0,0.0,0.0,2.0,2.0,5.0,Gender
2019-12-18,8.0,0.0,0.0,3.0,2.0,5.0,Gender
2019-12-19,8.0,0.0,0.0,3.0,2.0,5.0,Gender
2019-12-20,7.0,0.0,0.0,4.0,1.0,5.0,Gender
2019-12-21,8.0,0.0,0.0,4.0,1.0,5.0,Gender
2019-12-22,8.0,0.0,1.0,4.0,1.0,5.0,Gender
2019-12-23,8.0,0.0,1.0,4.0,1.0,5.0,Gender
2019-12-24,8.0,0.0,1.0,4.0,0.0,5.0,Gender
2019-12-25,8.0,0.0,1.0,4.0,0.0,5.0,Gender
2019-12-26,8.0,0.0,1.0,4.0,0.0,4.0,Gender
2019-12-27,6.0,0.0,1.0,3.0,0.0,4.0,Gender
2019-12-28,5.0,0.0,1.0,3.0,0.0,4.0,Gender
2019-12-29,5.0,0.0,1.0,3.0,0.0,4.0,Gender
2019-12-30,4.0,0.0,1.0,3.0,0.0,4.0,Gender
2019-12-31,4.0,0.0,1.0,3.0,0.0,4.0,Gender
2020-01-01,7.0,0.0,1.0,3.0,0.0,4.0,Gender
2020-01-02,7.0,0.0,1.0,3.0,0.0,4.0,Gender
2020-01-03,8.0,2.0,1.0,3.0,0.0,4.0,Gender
2020-01-04,11.0,2.0,1.0,3.0,0.0,4.0,Gender
2020-01-05,10.0,2.0,1.0,5.0,0.0,4.0,Gender
2020-01-06,10.0,2.0,1.0,5.0,0.0,4.0,Gender
2020-01-07,10.0,2.0,1.0,5.0,0.0,5.0,Gender
2020-01-08,10.0,2.0,1.0,5.0,0.0,2.0,Gender
2020-01-09,9.0,2.0,1.0,5.0,0.0,2.0,Gender
2020-01-10,9.0,2.0,1.0,4.0,0.0,2.0,Gender
2020-01-11,9.0,2.0,1.0,4.0,0.0,2.0,Gender
2020-01-12,9.0,3.0,1.0,4.0,0.0,2.0,Gender
2020-01-13,9.0,3.0,1.0,4.0,0.0,2.0,Gender
