hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
#freiheit,341,40,22,6,129,15,129
#afd,115,0,0,0,115,0,0
#demokratie,66,14,3,2,33,6,8
#bundestag,57,1,2,0,44,4,6
#grundrechte,47,0,0,0,37,1,9
#corona,42,7,3,0,15,4,13
#belarus,38,5,15,1,0,11,6
#fdp,32,0,1,1,0,1,29
#berlin,24,2,0,0,21,0,1
#deutschland,23,2,0,0,16,0,5
#brandner,21,0,0,0,21,0,0
#lockdown,21,1,0,0,16,2,2
#merkel,20,0,1,2,13,0,4
#afdimbundestag,20,0,0,0,20,0,0
#vielzutun,20,0,0,0,0,0,20
#infektionsschutzgesetz,19,0,0,0,16,1,2
#verantwortung,19,1,0,0,1,0,17
#btw21,19,1,1,1,5,0,11
#grundgesetz,19,1,0,2,12,2,2
#bundesregierung,18,0,0,1,9,0,8
#bpt21,17,0,0,0,0,0,17
#mauerbau,17,4,3,2,1,1,6
#3k21,16,0,0,0,0,0,16
#klimaschutz,15,2,10,1,0,2,0
#wirholendasdirektmandat,15,0,0,0,15,0,0
#deutschlandabernormal,14,0,0,0,14,0,0
#gera,14,0,0,0,14,0,0
#impfpflicht,14,0,0,0,9,3,2
#westandbyyou,14,1,8,0,0,3,2
#dbdk21,13,0,13,0,0,0,0
#sozialismus,13,3,0,2,4,2,2
#wk194,12,0,0,0,12,0,0
#ausgangssperre,12,0,0,0,7,0,5
#greiz,12,0,0,0,12,0,0
#bundesnotbremse,11,2,0,0,5,1,3
#allesistdrin,11,0,11,0,0,0,0
#covid19,10,1,1,1,6,0,1
#impfzwang,10,0,0,0,10,0,0
#altenburgerland,10,0,0,0,10,0,0
#coronavirus,10,0,0,0,8,1,1
#spd,10,0,2,0,4,3,1
#bernhard,9,0,0,0,9,0,0
#zukunft,9,0,2,0,5,0,2
#thüringen,9,1,0,0,8,0,0
#cdu,9,0,1,1,6,0,1
#geimpfte,9,3,0,1,3,1,1
#impfung,9,2,0,0,4,1,2
#pandemie,9,4,0,0,1,1,3
#tagderbefreiung,8,1,1,3,0,1,2
#ddr,8,3,0,0,2,0,3
#meinungsfreiheit,8,1,0,1,6,0,0
#klima,8,0,5,0,0,2,1
#menschenrechte,8,0,0,1,4,0,3
#baerbock,8,0,4,0,1,0,3
#marktwirtschaft,8,1,0,0,0,0,7
#standwithbelarus,8,1,6,1,0,0,0
#bverfg,8,0,3,0,0,0,5
#wohlstand,8,1,3,0,1,0,3
#triell,8,2,2,0,0,0,4
#kretschmann,7,0,1,0,3,0,3
#europa,7,1,1,0,0,3,2
#eu,7,0,0,1,2,1,3
