hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
#afd,469,57,362,1,2,2,6,39
#berlin,445,303,71,18,16,0,37,0
#agh,340,265,32,9,2,4,0,28
#cdu,306,137,70,53,7,2,37,0
#spd,211,63,69,26,31,3,19,0
#linke,188,144,40,0,0,1,2,1
#plenum,162,159,0,2,1,0,0,0
#fdp,110,82,15,8,1,3,1,0
#r2g,94,69,4,11,5,2,3,0
#marzahn,67,11,55,1,0,0,0,0
#agh21,67,55,1,4,1,0,6,0
#priorität,65,65,0,0,0,0,0,0
#recht,63,62,1,0,0,0,0,0
#grüne,57,4,48,3,0,0,2,0
#corona,53,21,22,2,2,0,5,1
#btw21,53,30,13,4,1,1,4,0
#mahe,51,48,1,1,1,0,0,0
#grünen,40,11,20,5,0,0,4,0
#aktuellestunde,39,39,0,0,0,0,0,0
#fragestunde,37,37,0,0,0,0,0,0
#mietendeckel,35,20,2,5,5,1,2,0
#csu,30,2,19,8,1,0,0,0
#baerbock,29,1,26,1,0,1,0,0
#verfassungsschutz,28,3,23,1,0,0,0,1
#klimaschutz,27,13,1,10,1,0,2,0
#wk7,25,0,0,0,0,0,25,0
#laschet,23,4,13,4,2,0,0,0
#deutschland,22,0,19,1,0,0,1,1
#klargehtdas,21,0,0,21,0,0,0,0
#giffey,21,7,9,1,1,0,3,0
#lockdown,20,0,16,0,0,0,1,3
#antifa,20,1,16,2,0,0,0,1
#hellersdorf,20,15,5,0,0,0,0,0
#merkel,19,0,18,1,0,0,0,0
#afghanistan,19,2,15,2,0,0,0,0
#abgeordnetenhauswahl,18,18,0,0,0,0,0,0
#wannsee,18,1,0,0,0,0,17,0
#covid19,17,0,16,0,1,0,0,0
#linkelpt,17,17,0,0,0,0,0,0
#triell,17,4,5,7,1,0,0,0
#noafd,17,10,0,5,1,0,1,0
#aktuelleviertelstunde,16,16,0,0,0,0,0,0
#zehlendorf,16,0,0,0,0,0,16,0
#cdurausausderregierung,16,16,0,0,0,0,0,0
#öpnv,15,12,2,0,0,0,1,0
#scholz,15,3,7,2,0,0,3,0
#linkebpt,14,14,0,0,0,0,0,0
#allesistdrin,14,0,0,14,0,0,0,0
#geisel,13,0,13,0,0,0,0,0
#kaulsdorf,13,13,0,0,0,0,0,0
#altparteien,13,0,13,0,0,0,0,0
#hanau,13,5,4,4,0,0,0,0
#btwahl2021,12,2,10,0,0,0,0,0
#btw2021,12,3,7,2,0,0,0,0
#wilmersdorf,12,1,0,0,11,0,0,0
#neukölln,12,1,2,9,0,0,0,0
#kabul,11,0,11,0,0,0,0,0
#bvg,11,6,2,0,0,0,3,0
#mietenwahl,11,11,0,0,0,0,0,0
#bundestagswahl,10,7,3,0,0,0,0,0
#steglitz,10,0,0,4,0,0,6,0
#haldenwang,10,0,10,0,0,0,0,0
#lichtenberg,9,8,0,1,0,0,0,0
#vs,9,2,7,0,0,0,0,0
#mietenwahnsinn,9,7,0,2,0,0,0,0
#union,9,3,2,1,3,0,0,0
#linken,9,5,2,0,0,0,2,0
#gruenen,9,0,9,0,0,0,0,0
#sed,9,0,8,0,0,0,1,0
#ltwsa21,8,3,3,2,0,0,0,0
#abgeordnetenhaus,8,4,1,0,3,0,0,0
